id,predicted_price
2591820310,361653.2545881182
7974200820,917009.91374056
7701450110,1063627.506607245
9522300010,1994474.754704675
9510861140,690922.051671288
1761300310,270241.1542544806
7732410120,754692.0780473762
7010701383,618318.0445302598
291310170,453365.127926362
4232901990,585407.4294791702
6840701125,609745.2918307955
3971700580,386079.43292994023
4202400078,254920.76939880854
6064800090,376218.95471951796
2626119028,213878.63894253445
3303980660,1131464.974797442
862000020,849775.2837373447
2386000070,1037508.4285954757
1138000450,393561.52659868315
1775800420,487392.28120780975
2291401425,468643.58996934065
2025770560,816790.628277292
3525069037,724736.8227267631
9324800450,571058.1330480471
8080400136,586899.1476308674
8651540040,519286.63511207775
9407001790,249159.69246222058
1773101530,243115.35925665157
9432900250,336630.2996217567
1794500695,615331.1335487415
2220069003,406578.7508519094
923000120,455176.4783593431
5728000060,544373.9169140615
16000200,239023.68304030134
1926059094,404166.633596468
6672900220,894947.8250390084
3629860060,887646.2808586292
1822069109,434767.0182578665
6675500105,369604.31464629155
249000180,1720622.2702397446
226059065,532240.9491077472
396100110,265692.71962696576
9264450460,304535.38598492066
7853361210,370420.24914631597
9474700020,285307.9573394359
421000455,231575.3059353388
3755200220,423676.1208244188
7960100075,499660.40681722877
9477100490,400154.45094743336
9138100350,784203.7395584015
1624049275,455744.6642844727
2770606890,538068.284659331
1157200189,432705.84093685006
2770601800,561178.9940274033
9301300805,561929.6896244014
2325069032,1159942.2717791407
1021079099,361813.7808541604
7215730040,776024.0734476366
1853200080,449374.66217042855
3224600340,712332.6102731815
3222049120,382701.61230046576
2113700025,267899.2702713183
7893207925,231920.00431919022
3586501085,603248.4431345036
8024200010,403333.5666969721
7116500705,183678.42096629262
1598600209,305851.9351301657
7204200025,1085828.4620855476
4206901505,558041.3475445766
2937300440,813224.4678048682
7205000180,322250.4069206454
8718500665,372438.7871512584
5318101765,910364.1728134283
4122700020,994573.632043075
8078700020,552575.5145563581
3303980680,925970.3919223459
8924100372,1169118.9954185577
2781270210,215441.148021564
519000043,553918.739090551
3225069301,1370186.5850934945
151000075,797949.2076266938
2297400020,440740.83868701034
6617500085,694389.6770878903
104510180,227452.59091825687
3528900060,918796.5009988365
3345100286,576146.1814168537
1226039130,442476.412618689
8712100720,769452.170502456
3037200010,368713.32479870354
3626039268,450948.87521756167
104510230,243528.24896862288
5112800060,415385.37809069717
6072400280,640354.0112915956
5317100570,960310.448332308
9528102993,530901.4254723028
2919201095,487642.9086539119
6181400920,246841.22032809956
185000161,247082.0941067443
8691400010,777343.967631152
3345700165,579936.4510733522
6151800486,262315.85935174365
4340000080,1269111.7284349166
4136960010,522116.5238043867
3634100030,347477.76770830445
1624059224,1111660.367884299
2788400090,281675.5038000286
9828200762,477320.77798872296
7524400250,583846.5404148869
3528000290,743549.0288573211
5700003630,1799690.6134128273
2720069019,338843.5792461752
7227501170,246612.10802968522
2397101270,649166.2399400907
6792100090,747824.0933506237
2770602265,576592.2352867998
3971700937,294179.1382892468
422049203,230267.09691038186
3076500830,381573.32437608665
1423400260,305262.5335819326
9161100795,445518.28562273056
3126049052,540210.7199739212
5100401468,405240.82456443924
514500235,450936.715333542
1423200170,198792.2182487342
1402100070,408900.318878405
624110020,749446.1413779191
2407000145,226414.89197070888
1890000225,801828.9421797292
1320069271,312343.7199111096
5490700085,359248.8172663502
263000155,450968.56453378464
3726800201,490137.4694816369
5153200358,293795.09511794936
2725079018,795996.9283158573
7165700200,253107.24968658737
9429000170,588247.3952648337
8718500075,378962.95259935036
1760650950,290766.73633765103
1068000559,1248288.0221481244
4113800500,666202.0479411449
4077800507,592748.5184016753
2725069150,733403.7747455448
4008400035,731647.9292618252
7016310270,414312.1751442661
1432701230,227910.2146513795
3278606050,350430.2930056057
2473350710,374459.40220339457
2185000685,179746.1769538315
7792000025,385359.8628508029
6868200029,480839.66482846515
624069003,842105.5746260951
7431500280,866109.8841975546
3296000040,566695.5483299788
1118001215,1467309.2888124832
6453900040,712556.4985451588
333100209,767274.4017887143
34001765,641329.916193033
8946700100,398645.9983610854
5561401210,571221.8697457212
6671900095,368570.83164493286
3275850020,723284.4956719223
3876300600,406285.59201065515
1450900020,260952.48852915005
8562780280,293755.199210386
7663700973,312799.8571749626
2126049032,375030.1653289726
1823059159,194313.66829748458
3438503426,307026.41805060575
9297301495,573861.569728153
7140700850,346463.5610201534
7942601805,701010.6032727908
2555900030,369991.42192291975
2887970040,280002.06781188014
7419700010,698327.7495332613
2239000011,372899.81973454135
9283800050,343279.4341118692
9407001340,280208.36219515646
217500140,628458.8305819486
7212660520,226219.57207638634
3298201170,370776.7136958141
3057000400,321612.31883974804
6865200444,493594.30104879744
6071600340,511930.26596550026
6821600005,676725.489391568
1235100371,792375.7315578614
7796450340,349190.81800368516
3603000410,165846.6810883251
9297300255,578096.9139907665
9126100850,573416.8829805773
2770601462,547476.618768549
2599001500,222051.69351681366
1102000095,902047.314512678
1853080640,918339.937813409
9551201585,1025555.1619062312
3438500796,322173.8051583822
7518504291,535360.637004284
9269200340,380347.7880184528
715010130,1441749.7517140966
1982201485,715936.6840732445
9526500080,393422.7357734972
9277200180,459724.8130044704
6669150280,292795.88210953935
8917100153,612307.4256527696
3760500516,1075185.9797620468
2725069050,955983.4025200113
3332000091,320327.5716936871
8562770080,589787.4629253432
8151601190,253294.43867335483
8563040160,608695.1051131376
240000269,784923.5181601264
4307350200,296522.1089906351
1311910300,260081.0443272488
3574900030,505557.39874872356
7853230570,432691.41714116535
320069049,358884.8649227726
9839301060,604727.6789054079
7011201333,685166.712261998
2781320100,275236.565219943
3421069120,445673.4904222454
7852030320,429165.8426134523
5316101075,2485361.5755106094
5309100750,529815.3543494107
629000730,635636.472354825
511700170,302473.5552957121
1562100030,545517.1210554305
2489200230,565205.9963013796
524069116,500109.5439350767
5315100737,878243.8022027428
1868900675,838744.1267712872
1608000120,334018.4764407362
705700240,341424.7565706308
7575600610,264254.8475982098
1778500015,736157.8790690613
5423500240,202801.53372713827
6713700025,362584.9098624385
2734100734,303154.43352165516
301402280,204715.1453205082
2113700205,274450.1342325786
4114601570,2758437.126214649
3332000615,324640.98072396603
3630050180,377338.2500879427
6852700520,554542.4379052588
6870310010,644688.194379097
6163900981,327253.38245222066
393000142,399288.84334500576
1771100130,356126.37085198995
1442860160,394690.68371190235
9191200435,545135.7367723328
6788200800,1056418.700289504
1115300070,608747.75090224
3176600105,817433.4896448662
2770604665,599890.221425275
5469500580,402750.9607705314
5680000545,490930.0290657984
3424089119,559781.0154005218
1328300180,340236.53098597046
1773100922,367426.8925723063
4123830480,342637.2827262808
9808610190,1069652.4735564645
4250200140,254743.40392551734
4217402115,2852059.52832339
3831250350,368233.41948739596
2397101055,805618.0010211992
6817850110,874594.5043167747
7526800200,613583.5032758934
7853370100,631838.1374347212
2523089025,939283.0366693831
9476200680,256254.34111078054
5714200140,416939.1270688168
3575304895,552497.6385356097
263000018,425520.16564731847
8080400177,519044.15919436846
6450304130,338717.86666635843
514500090,599560.31595868
9477000300,426530.4186376445
853600310,1309749.9897060199
1951600240,210391.50860823033
1099900120,343192.0792148387
5323100120,538004.0994007911
1223089016,478201.13659675414
522059172,250326.4135542731
1930300190,642812.924471324
9542840410,300250.165794019
8665050530,510958.6886547375
5592900205,365399.48750243336
5450300010,631594.9455052695
2459960030,334541.576573309
3331500455,600036.82682544
3432500705,408061.44663387607
3702900165,344069.13802999706
5249803550,616056.8303346665
626049058,448128.6243118228
1788900380,192039.04212151188
8075400360,207814.110801466
9113200250,736206.9851599135
2738640040,649639.0143577431
7821200307,494835.44910835195
3530440140,254903.40420940457
3582700130,448187.9860128973
9276200569,700889.1119924657
7197800020,597437.0450044775
686200490,540812.4457934669
3501600100,390488.32230418874
6383000690,585088.6320887059
7604400150,360471.20534218
5249801411,785364.8696354497
2607720420,467613.8982774381
9561100010,379411.19874942605
1796370590,249978.54012288334
4077800593,391678.36461110215
854000165,254232.13757667298
5536100010,740571.2496721838
4188000670,817505.6775966823
31000165,1282024.005062147
662350050,987097.7970317398
4137000280,279324.207632875
6169901130,1082715.6509282335
1953400510,238668.38531197526
7518506716,939827.8384717767
1552520010,375074.6266229232
7955080270,325185.8914340993
9212900100,553918.592905285
3438500798,322173.8051583822
7899800890,226145.15184319153
4319200605,507041.46990788524
1329300480,351762.1649915218
8935100100,801572.452368606
5016001260,538548.732278212
4337600280,307271.0665823262
1446401220,207193.09634447808
7135521530,651167.8842469525
6888900115,267830.8313136938
2413301070,309733.21021082485
345700040,285944.31120214576
5566100145,459624.5102184557
7634800070,362233.8578382599
9346910500,663463.5794473249
3529300060,304756.2988739701
8128600060,1238069.1304631762
8572900275,212863.70889877193
4139420590,1439065.5622529539
9274200322,596220.895670243
1472700200,555889.9115173089
8820903380,494575.53959652514
8563010130,871965.3860764069
8965450110,849644.7986631375
9274204230,589147.2453910357
8165501700,400371.78447548515
2193340260,535968.5582047084
1860600290,866408.7524122855
1222000055,207495.3599298302
2492200280,476931.3728741445
2488200455,372530.6370154876
809001520,1166008.8380595823
1796361140,243390.58917515518
6398000011,457245.1916506639
6813600365,602375.7136299592
7504100920,856530.4357382164
8835770330,780875.1069367176
524059322,771177.920293032
4307330280,374941.1952270175
1245002952,1055964.9499298793
2021069059,247830.5969806657
5700000595,580413.3749793046
3629970930,732769.6451941178
3336002215,255535.82547614654
5100401060,675780.0561999076
3278600750,302863.4249535981
1126069045,1001831.803806551
7568700175,316403.4473111549
452001475,503019.9485686374
9283800230,463388.4005883117
1737300130,568815.4205799497
6189600040,497307.28576260846
3679400025,535890.0851235875
1096100010,314033.5650210431
9513900050,249357.40152920832
5452800645,702687.1296078227
273800100,237968.28669939723
7228500037,499282.1359886299
808300090,438668.445972049
2493200215,505811.6710210866
5035300255,710949.9820004505
3380900160,371502.0911746243
3630000130,419821.10299794684
7300400670,280962.9891913053
6798100070,368451.05793111265
8078400010,561212.6656091419
5566100060,514731.38968827063
2768200212,482994.6726502595
4035900060,555959.2564996296
9460000110,352524.8694672155
7199320190,586618.2668161824
2225039081,489737.02929422125
9512200050,579128.6031262852
2634500085,308864.4275459461
3654800200,294648.6610862644
2724079090,1454554.0950262663
2597520720,734970.7980559745
3034200426,361612.3885001675
984000130,300178.9989890186
7852020670,438481.5977280226
7923500060,809576.6348017155
2310030510,319894.7850441697
2205500540,512536.8338717892
2493200015,387495.0136267607
7853361420,543004.2176208857
5652600605,558760.1848021977
5285200020,325943.5649799093
9406530150,361955.36041790346
5706300020,462485.54881981073
3278602490,393093.1334707843
7197000100,559149.6843941265
4447300008,601284.8535141357
7899800045,238522.25794392693
9250900095,348235.8822138736
9268851740,580000.9957307747
8682261440,487165.636922961
7284900385,701359.7222645325
8079040300,435381.1572843982
2225300585,387700.5493774967
3223039013,463923.1890505712
2013801350,233566.2675328766
4055701110,976465.6968531798
3578401770,456334.5884017959
4046500720,548179.7269474063
6145601745,381672.6514678234
5207200195,681358.1451849734
1972201856,571894.3720055998
7212680080,236184.50343894723
7277100510,652975.5801581066
522079022,601711.3407117202
5605000440,734953.8214756806
6632300230,344326.35494639806
8815400165,677469.2863842916
